wob,incl,tp,fbit,dtft,ft
40.0,30.0,-0.0,821.6937,20.4545,6.8073
40.0,30.0,-0.5,670.5642,20.4545,81.6831
40.0,30.0,-2.7185,0.4832,20.4545,411.6445
