depth,dtb,radius,od,incl,hdng,x,y,dx,dy,dz,fx,fy,fz,friction,fn,fs
264.9999999999999,0.0,4.5,4.5,20.0,59.99999999999999,0.0,0.0,0.0,0.0,-0.0,-4.0e-5,-0.00108,-175.55251,0.0,-29824.44749,0.0
260.9090909090908,4.090909090909091,4.499999999999999,3.5,20.107768104062433,59.99999999999999,-0.04616774101452367,0.0,-0.3977,0.0,-0.0016,-0.0,-0.0,-350.86403,0.0,-29473.58346,0.0
256.8181818181817,8.181818181818182,4.5,3.5,20.215536208124867,59.99999999999999,-0.1846708007252084,0.0,-0.6967,0.0,-0.0031,-0.0,-0.0,-350.62181,0.0,-29122.96165,0.0
252.7272727272726,12.272727272727273,4.5,3.5,20.323304312187304,59.99999999999999,-0.41550868913385575,0.0,-0.8943,0.0,-0.0046,-0.0,-0.0,-350.37834,0.0,-28772.58332,0.0
248.6363636363635,16.363636363636363,4.5,3.5,20.431072416249737,59.99999999999999,-0.7386805895787947,0.0,-0.993,0.0,-0.0061,-0.0,-0.0,-350.13363,0.0,-28422.44968,0.0
244.54545454545442,20.454545454545457,4.5,3.5,20.538840520312174,59.99999999999999,-1.1541853587376776,0.0,-1.0,0.0,-0.0076,62.89415,-0.00013,-349.88769,0.0,-28072.562,0.0
240.45454545454535,24.545454545454547,4.5,3.5,20.646608624374608,59.99999999999999,-1.662021526631614,0.0,-0.9268,0.0,-0.009,-0.0,-0.0,-349.6405,0.0,-27722.9215,0.0
236.36363636363626,28.636363636363637,4.5,3.5,20.75437672843704,59.99999999999999,-2.2621872966302776,0.0,-0.7879,0.0,-0.0105,-0.0,-0.0,-349.39208,0.0,-27373.52941,0.0
232.27272727272717,32.72727272727273,4.5,3.5,20.862144832499478,59.99999999999999,-2.9546805454583596,0.0,-0.6018,0.0,-0.0119,-0.0,-0.0,-349.14243,0.0,-27024.38699,0.0
228.18181818181804,36.81818181818182,4.5,3.5,20.96991293656191,59.99999999999999,-3.739498823202985,0.0,-0.3907,0.0,-0.0133,-0.0,-0.0,-348.89153,0.0,-26675.49546,0.0
224.09090909090898,40.909090909090914,4.5,3.5,21.077681040624345,59.99999999999999,-4.616639353322473,0.0,-0.1805,0.0,-0.0147,-0.0,-0.0,-348.63941,0.0,-26326.85605,0.0
219.9999999999999,45.00000000000001,4.5,4.5,21.185449144686782,59.99999999999999,-5.58609903265607,0.0,0.0,0.0,-0.0161,1269.84293,0.00074,-333.86996,0.0,-25992.98608,0.0
216.2499999999999,48.75000000000001,4.5,3.5,21.28423657341068,59.99999999999999,-6.555867267257471,0.0,0.1182,-0.0,-0.0173,-0.0,-0.0,-319.13999,0.0,-25673.84609,0.0
212.4999999999999,52.50000000000001,4.5,3.5,21.38302400213458,59.99999999999999,-7.603203468398828,0.0,0.1937,-0.0,-0.0185,-0.0,-0.0,-318.92516,0.0,-25354.92093,0.0
208.7499999999999,56.25000000000001,4.5,3.5,21.481811430858478,59.99999999999999,-8.728104522614295,0.0,0.2332,-0.0,-0.0197,-0.0,-0.0,-318.70938,0.0,-25036.21155,0.0
204.9999999999999,60.00000000000001,4.5,3.5,21.580598859582377,59.99999999999999,-9.930567085857323,0.0,0.242,-0.0,-0.0209,-0.0,-0.0,-318.49265,0.0,-24717.7189,0.0
201.2499999999999,63.75000000000001,4.5,3.5,21.679386288306276,59.99999999999999,-11.210587583510593,0.0,0.2231,-0.0,-0.0221,-0.0,-0.0,-318.27497,0.0,-24399.44393,0.0
197.4999999999999,67.50000000000001,4.5,3.5,21.778173717030175,59.99999999999999,-12.568162210396647,0.0,0.1776,-0.0,-0.0233,-0.0,-0.0,-318.05635,0.0,-24081.38758,0.0
193.7499999999999,71.25000000000001,4.5,3.5,21.876961145754073,60.00000000000001,-14.003286930789201,3.715173433769722e-15,0.1044,-0.0,-0.0244,-0.0,-0.0,-317.83678,0.0,-23763.5508,0.0
189.9999999999999,75.00000000000001,4.5,4.5,21.975748574477972,59.99999999999999,-15.515957478425143,7.446334097917136e-15,0.0,-0.0,-0.0256,939.60378,-0.00344,-332.05337,0.0,-23431.49742,0.0
185.90909090909076,79.09090909090911,4.5,3.5,22.08351667854041,59.99999999999998,-17.254578976725924,3.3577565780658458e-15,-0.1504,0.0,-0.0268,-0.0,-0.0,-346.22688,0.0,-23085.27055,0.0
181.81818181818167,83.1818181818182,4.5,3.5,22.191284782602843,59.99999999999999,-19.08547491355037,-7.498194019600008e-16,-0.3214,0.0,-0.028,-0.0,-0.0,-345.96205,0.0,-22739.3085,0.0
177.7272727272726,87.2727272727273,4.5,3.5,22.299052886665276,59.99999999999999,-21.008638811527813,-7.498194019600008e-16,-0.4938,0.0,-0.0292,-0.0,-0.0,-345.696,0.0,-22393.6125,0.0
173.6363636363635,91.36363636363637,4.5,3.5,22.406820990727713,59.99999999999999,-23.02406386686055,-7.498194019600008e-16,-0.652,0.0,-0.0303,-0.0,-0.0,-345.42872,0.0,-22048.18378,0.0
169.54545454545442,95.45454545454545,4.5,3.5,22.514589094790146,59.99999999999999,-25.131742949348045,-7.498194019600008e-16,-0.7849,0.0,-0.0315,-0.0,-0.0,-345.16023,0.0,-21703.02356,0.0
165.45454545454535,99.54545454545455,4.5,3.5,22.62235719885258,59.99999999999999,-27.331668602412076,-7.498194019600008e-16,-0.8858,0.0,-0.0326,-0.0,-0.0,-344.89051,0.0,-21358.13305,0.0
