wob,incl,tp,fbit,dtft,ft
40.0,40.0,-0.0,924.3985,20.4545,325.2514
40.0,40.0,-0.5,773.209,20.4545,399.0386
40.0,40.0,-3.0571,-32.9793,16.3636,255.735
40.0,40.0,-2.9525,8.5341,16.3636,179.1528
40.0,40.0,-2.974,-0.0,16.3636,194.8962
