depth,dtb,radius,od,incl,hdng,x,y,dx,dy,dz,fx,fy,fz,friction,fn,fs
264.9999999999999,0.0,4.5,4.5,29.999999999999996,59.99999999999999,0.0,0.0,0.0,0.0,-0.0,835.1592,-0.00015,-161.79007,0.0,-29838.20993,0.0
260.9090909090908,4.090909090909091,4.499999999999999,3.5,29.999999999999996,59.99999999999999,0.0,0.0,-0.2913,0.0,-0.0016,-0.0,-0.0,-323.58013,0.0,-29514.6298,0.0
256.8181818181817,8.181818181818182,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,-0.5513,0.0,-0.0031,-0.0,-0.0,-323.58013,0.0,-29191.04966,0.0
252.7272727272726,12.272727272727273,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,-0.7549,0.0,-0.0046,-0.0,-0.0,-323.58013,0.0,-28867.46953,0.0
248.6363636363635,16.363636363636363,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,-0.8848,0.0,-0.0061,-0.0,-0.0,-323.58013,0.0,-28543.88939,0.0
244.54545454545442,20.454545454545457,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,-0.932,0.0,-0.0076,-0.0,-0.0,-323.58013,0.0,-28220.30926,0.0
240.45454545454535,24.545454545454547,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,-0.8957,0.0,-0.0091,-0.0,-0.0,-323.58013,0.0,-27896.72913,0.0
236.36363636363626,28.636363636363637,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,-0.7834,0.0,-0.0105,-0.0,-0.0,-323.58013,0.0,-27573.14899,0.0
232.27272727272717,32.72727272727273,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,-0.6107,0.0,-0.0119,-0.0,-0.0,-323.58013,0.0,-27249.56886,0.0
228.18181818181804,36.81818181818182,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,-0.401,0.0,-0.0134,-0.0,-0.0,-323.58013,0.0,-26925.98872,0.0
224.09090909090898,40.909090909090914,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,-0.185,0.0,-0.0148,-0.0,-0.0,-323.58013,0.0,-26602.40859,0.0
219.9999999999999,45.00000000000001,4.5,4.5,29.999999999999996,59.99999999999999,0.0,0.0,0.0,0.0,-0.0161,1959.82992,-0.00012,-310.09763,0.0,-26292.31096,0.0
216.2499999999999,48.75000000000001,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,0.1144,-0.0,-0.0174,-0.0,-0.0,-296.61512,0.0,-25995.69583,0.0
212.4999999999999,52.50000000000001,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,0.1824,-0.0,-0.0186,-0.0,-0.0,-296.61512,0.0,-25699.08071,0.0
208.7499999999999,56.25000000000001,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,0.2162,-0.0,-0.0199,-0.0,-0.0,-296.61512,0.0,-25402.46559,0.0
204.9999999999999,60.00000000000001,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,0.2237,-0.0,-0.0211,-0.0,-0.0,-296.61512,0.0,-25105.85046,0.0
201.2499999999999,63.75000000000001,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,0.2085,-0.0,-0.0223,-0.0,-0.0,-296.61512,0.0,-24809.23534,0.0
197.4999999999999,67.50000000000001,4.5,3.5,29.999999999999996,59.99999999999999,0.0,0.0,0.1702,-0.0,-0.0235,-0.0,-0.0,-296.61512,0.0,-24512.62022,0.0
193.7499999999999,71.25000000000001,4.5,3.5,29.999999999999996,60.00000000000001,0.0,4.996003610813205e-15,0.1038,-0.0,-0.0246,-0.0,-0.0,-296.61512,0.0,-24216.00509,0.0
189.9999999999999,75.00000000000001,4.5,4.5,29.999999999999996,59.99999999999999,0.0,9.99200722162641e-15,0.0,-0.0,-0.0258,1593.47305,-0.00014,-310.09763,0.0,-23905.90747,0.0
185.90909090909076,79.09090909090911,4.5,3.5,29.999999999999996,59.99999999999998,0.0,4.541821464375637e-15,-0.1621,0.0,-0.027,-0.0,-0.0,-323.58013,0.0,-23582.32733,0.0
181.81818181818167,83.1818181818182,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.3511,0.0,-0.0282,-0.0,-0.0,-323.58013,0.0,-23258.7472,0.0
177.7272727272726,87.2727272727273,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.5396,0.0,-0.0295,-0.0,-0.0,-323.58013,0.0,-22935.16706,0.0
173.6363636363635,91.36363636363637,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.7069,0.0,-0.0307,-0.0,-0.0,-323.58013,0.0,-22611.58693,0.0
169.54545454545442,95.45454545454545,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.8394,0.0,-0.0318,-0.0,-0.0,-323.58013,0.0,-22288.00679,0.0
165.45454545454535,99.54545454545455,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.9305,0.0,-0.033,-0.0,-0.0,-323.58013,0.0,-21964.42666,0.0
161.36363636363626,103.63636363636363,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.9811,0.0,-0.0341,-0.0,-0.0,-323.58013,0.0,-21640.84652,0.0
157.27272727272717,107.7272727272727,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.9992,0.0,-0.0353,-0.0,-0.0,-323.58013,0.0,-21317.26639,0.0
153.1818181818181,111.8181818181818,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0364,943.49435,-1.0e-5,-323.58013,0.0,-20993.68625,0.0
149.090909090909,115.90909090909088,4.5,3.5,29.999999999999996,59.99999999999998,0.0,-6.3585500501258974e-15,-1.0,-0.0,-0.0375,-0.0,-0.0,-323.58013,0.0,-20670.10612,0.0
144.99999999999991,119.99999999999996,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-1.1808735807376658e-14,-1.0,-0.0,-0.0385,344.0252,7.0e-5,-323.58013,0.0,-20346.52598,0.0
140.90909090909085,124.09090909090905,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-1.1808735807376658e-14,-1.0,-0.0,-0.0396,631.43079,0.00022,-323.58013,0.0,-20022.94585,0.0
136.81818181818176,128.18181818181813,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-1.1808735807376658e-14,-0.9947,-0.0,-0.0406,-0.0,-0.0,-323.58013,0.0,-19699.36572,0.0
132.72727272727266,132.27272727272722,4.5,3.5,29.999999999999996,60.00000000000001,0.0,-6.3585500501258974e-15,-0.9684,-0.0,-0.0417,-0.0,-0.0,-323.58013,0.0,-19375.78558,0.0
128.6363636363636,136.3636363636363,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.9089,-0.0,-0.0427,-0.0,-0.0,-323.58013,0.0,-19052.20545,0.0
124.5454545454545,140.45454545454538,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.8109,-0.0,-0.0437,-0.0,-0.0,-323.58013,0.0,-18728.62531,0.0
120.45454545454542,144.54545454545448,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.6761,-0.0,-0.0446,-0.0,-0.0,-323.58013,0.0,-18405.04518,0.0
116.36363636363633,148.63636363636354,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.5135,-0.0,-0.0456,-0.0,-0.0,-323.58013,0.0,-18081.46504,0.0
112.27272727272725,152.72727272727263,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.3388,-0.0,-0.0465,-0.0,-0.0,-323.58013,0.0,-17757.88491,0.0
108.18181818181817,156.81818181818173,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.1747,-0.0,-0.0475,-0.0,-0.0,-323.58013,0.0,-17434.30477,0.0
104.09090909090908,160.9090909090908,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.0501,-0.0,-0.0484,-0.0,-0.0,-323.58013,0.0,-17110.72464,0.0
100.0,164.9999999999999,4.5,4.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,0.0,0.0,-0.0492,2460.41397,-0.00048,-319.9848,0.0,-16790.73984,0.0
96.0,168.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.0486,0.0,-0.0501,-0.0,-0.0,-316.38946,0.0,-16474.35037,0.0
92.0,172.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.1691,0.0,-0.0509,-0.0,-0.0,-316.38946,0.0,-16157.96091,0.0
88.0,176.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.3285,0.0,-0.0518,-0.0,-0.0,-316.38946,0.0,-15841.57144,0.0
84.0,180.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.4993,0.0,-0.0526,-0.0,-0.0,-316.38946,0.0,-15525.18198,0.0
80.0,184.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.66,0.0,-0.0534,-0.0,-0.0,-316.38946,0.0,-15208.79251,0.0
76.0,188.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.7953,0.0,-0.0541,-0.0,-0.0,-316.38946,0.0,-14892.40305,0.0
72.0,192.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.8963,0.0,-0.0549,-0.0,-0.0,-316.38946,0.0,-14576.01358,0.0
68.0,196.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.9604,0.0,-0.0556,-0.0,-0.0,-316.38946,0.0,-14259.62412,0.0
64.0,200.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-0.9916,0.0,-0.0564,-0.0,-0.0,-316.38946,0.0,-13943.23466,0.0
60.0,204.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0571,409.71357,-0.00052,-316.38946,0.0,-13626.84519,0.0
56.0,208.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0578,531.97231,-0.00062,-316.38946,0.0,-13310.45573,0.0
52.0,212.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0584,89.07332,-0.0001,-316.38946,0.0,-12994.06626,0.0
48.0,216.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0591,207.74558,-0.0002,-316.38946,0.0,-12677.6768,0.0
44.0,220.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0597,175.94802,-0.00015,-316.38946,0.0,-12361.28733,0.0
40.0,224.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0604,184.468,-0.00014,-316.38946,0.0,-12044.89787,0.0
36.0,228.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.061,182.18512,-0.00012,-316.38946,0.0,-11728.5084,0.0
32.0,232.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0616,182.79681,-0.00011,-316.38946,0.0,-11412.11894,0.0
28.0,236.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0622,182.63291,-9.0e-5,-316.38946,0.0,-11095.72947,0.0
24.0,240.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0627,182.67682,-8.0e-5,-316.38946,0.0,-10779.34001,0.0
20.0,244.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0633,182.66506,-7.0e-5,-316.38946,0.0,-10462.95054,0.0
16.0,248.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0638,182.66821,-5.0e-5,-316.38946,0.0,-10146.56108,0.0
12.0,252.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0643,182.66736,-4.0e-5,-316.38946,0.0,-9830.17161,0.0
8.0,256.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0648,182.66759,-3.0e-5,-316.38946,0.0,-9513.78215,0.0
4.0,260.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,0.0,-0.0653,182.66753,-1.0e-5,-316.38946,0.0,-9197.39268,0.0
0.0,264.9999999999999,4.5,3.5,29.999999999999996,59.99999999999999,0.0,-9.083642928751365e-16,-1.0,-0.0,-0.0658,91.33377,2.0e-5,-9197.39268,0.0,-9039.19795,0.0
